:ID,:START_ID,:END_ID,:TYPE,importance:Double
e_0001894,d_hives,s_red_rashes,CAUSES,0.016
e_0001895,d_hives,s_difficulty_breathing,CAUSES,0.015
e_0001896,d_hives,s_chest_tightness,CAUSES,0.012
e_0001897,d_hives,s_sore_throat,CAUSES,0.012
e_0001898,d_hives,s_hand_swelling,CAUSES,0.01
e_0001899,d_hives,s_lump,CAUSES,0.008
e_0001900,d_hyperthyroidism,s_racing_heartbeat,CAUSES,0.117
e_0001901,d_hyperthyroidism,s_fast_heart_rate,CAUSES,0.075
e_0001902,d_hyperthyroidism,s_dizziness,CAUSES,0.07
e_0001903,d_hyperthyroidism,s_weight_loss,CAUSES,0.055
e_0001904,d_hyperthyroidism,s_anxiety,CAUSES,0.046
e_0001905,d_hyperthyroidism,s_depression,CAUSES,0.036
e_0001906,d_hyperthyroidism,s_sadness,CAUSES,0.036
e_0001907,d_hyperthyroidism,s_vomiting,CAUSES,0.031
e_0001908,d_hyperthyroidism,s_nausea,CAUSES,0.03
e_0001909,d_hyperthyroidism,s_fainting,CAUSES,0.029
e_0001910,d_hyperthyroidism,s_shortness_of_breath,CAUSES,0.024
e_0001911,d_hyperthyroidism,s_lethargy,CAUSES,0.023
e_0001912,d_hyperthyroidism,s_abdominal_pain,CAUSES,0.023
e_0001913,d_hyperthyroidism,s_fatigue,CAUSES,0.021
e_0001914,d_hyperthyroidism,s_weakness,CAUSES,0.021
e_0001915,d_hyperthyroidism,s_sharp_pain,CAUSES,0.019
e_0001916,d_hyperthyroidism,s_loss_of_appetite,CAUSES,0.018
e_0001917,d_hyperthyroidism,s_low_blood_pressure,CAUSES,0.018
e_0001918,d_hyperthyroidism,s_swelling,CAUSES,0.018
e_0001919,d_hyperthyroidism,s_chest_tightness,CAUSES,0.017
e_0001920,d_hyperthyroidism,s_vertigo,CAUSES,0.016
e_0001921,d_hyperthyroidism,s_dehydration,CAUSES,0.015
e_0001922,d_hyperthyroidism,s_wheezing,CAUSES,0.014
e_0001923,d_hyperthyroidism,s_constipation,CAUSES,0.013
e_0001924,d_hyperthyroidism,s_panic_attack,CAUSES,0.013
e_0001925,d_hyperthyroidism,s_bruising,CAUSES,0.012
e_0001926,d_hyperthyroidism,s_headache,CAUSES,0.01
e_0001927,d_hyperthyroidism,s_lightheadedness,CAUSES,0.01
e_0001928,d_hyperthyroidism,s_infection,CAUSES,0.01
e_0001929,d_hypoglycemia,s_confusion,CAUSES,0.073
e_0001930,d_hypoglycemia,s_fainting,CAUSES,0.053
e_0001931,d_hypoglycemia,s_seizures,CAUSES,0.05
e_0001932,d_hypoglycemia,s_weakness,CAUSES,0.039
e_0001933,d_hypoglycemia,s_mental_confusion,CAUSES,0.027
e_0001934,d_hypoglycemia,s_slurred_speech,CAUSES,0.022
e_0001935,d_hypoglycemia,s_low_blood_pressure,CAUSES,0.022
e_0001936,d_hypoglycemia,s_low_body_temperature,CAUSES,0.019
e_0001937,d_hypoglycemia,s_depression,CAUSES,0.015
e_0001938,d_hypoglycemia,s_sadness,CAUSES,0.015
e_0001939,d_hypoglycemia,s_loss_of_appetite,CAUSES,0.012
e_0001940,d_hypoglycemia,s_dizziness,CAUSES,0.011
e_0001941,d_hypoglycemia,s_lethargy,CAUSES,0.011
e_0001942,d_hypoglycemia,s_kidney_failure,CAUSES,0.009
e_0001943,d_hypoglycemia,s_lightheadedness,CAUSES,0.009
e_0001944,d_hypoglycemia,s_sweating,CAUSES,0.008
e_0001945,d_hypoglycemia,s_unsteady_gait,CAUSES,0.007
e_0001946,d_hypoglycemia,s_slow_heart_rate,CAUSES,0.006
e_0001947,d_hypoglycemia,s_snoring,CAUSES,0.006
e_0001948,d_hypoglycemia,s_dehydration,CAUSES,0.006
e_0001949,d_hypoglycemia,s_weight_loss,CAUSES,0.006
e_0001950,d_hypoglycemia,s_anxiety,CAUSES,0.005
e_0001951,d_hypoglycemia,s_sleepiness,CAUSES,0.005
e_0001952,d_hypoglycemia,s_diarrhea,CAUSES,0.004
e_0001953,d_hypoglycemia,s_coma,CAUSES,0.004
e_0001954,d_hypoglycemia,s_poor_appetite,CAUSES,0.004
e_0001955,d_hypoglycemia,s_blurred_vision,CAUSES,0.004
e_0001956,d_hypoglycemia,s_low_oxygen_in_the_body,CAUSES,0.003
e_0001957,d_hypoglycemia,s_feeling_cold,CAUSES,0.003
e_0001958,d_hypoglycemia,s_malnutrition,CAUSES,0.003
e_0001959,d_hypoglycemia,s_wandering_and_getting_lost,CAUSES,0.003
e_0001960,d_hypoglycemia,s_thirst,CAUSES,0.003
e_0001961,d_hypoglycemia,s_drooling,CAUSES,0.003
e_0001962,d_hyponatremia,s_weakness,CAUSES,0.107
e_0001963,d_hyponatremia,s_lethargy,CAUSES,0.064
e_0001964,d_hyponatremia,s_nausea,CAUSES,0.062
e_0001965,d_hyponatremia,s_confusion,CAUSES,0.053
e_0001966,d_hyponatremia,s_dizziness,CAUSES,0.045
e_0001967,d_hyponatremia,s_mental_confusion,CAUSES,0.044
e_0001968,d_hyponatremia,s_fatigue,CAUSES,0.039
e_0001969,d_hyponatremia,s_diarrhea,CAUSES,0.038
e_0001970,d_hyponatremia,s_vomiting,CAUSES,0.036
e_0001971,d_hyponatremia,s_dehydration,CAUSES,0.034
e_0001972,d_hyponatremia,s_seizures,CAUSES,0.029
e_0001973,d_hyponatremia,s_coughing,CAUSES,0.023
e_0001974,d_hyponatremia,s_low_blood_pressure,CAUSES,0.019
e_0001975,d_hyponatremia,s_lightheadedness,CAUSES,0.017
e_0001976,d_hyponatremia,s_constipation,CAUSES,0.017
e_0001977,d_hyponatremia,s_anxiety,CAUSES,0.015
e_0001978,d_hyponatremia,s_loss_of_appetite,CAUSES,0.014
e_0001979,d_hyponatremia,s_weight_loss,CAUSES,0.014
e_0001980,d_hyponatremia,s_malaise,CAUSES,0.013
e_0001981,d_hyponatremia,s_chills,CAUSES,0.012
e_0001982,d_hypothyroidism,s_depression,CAUSES,0.04
e_0001983,d_hypothyroidism,s_sadness,CAUSES,0.04
e_0001984,d_hypothyroidism,s_nausea,CAUSES,0.036
e_0001985,d_hypothyroidism,s_weakness,CAUSES,0.026
e_0001986,d_hypothyroidism,s_anxiety,CAUSES,0.021
e_0001987,d_hypothyroidism,s_dizziness,CAUSES,0.021
e_0001988,d_hypothyroidism,s_lethargy,CAUSES,0.019
e_0001989,d_hypothyroidism,s_fainting,CAUSES,0.017
e_0001990,d_hypothyroidism,s_diarrhea,CAUSES,0.015
e_0001991,d_hypothyroidism,s_fatigue,CAUSES,0.014
e_0001992,d_hypothyroidism,s_vomiting,CAUSES,0.012
e_0001993,d_hypothyroidism,s_confusion,CAUSES,0.01
e_0001994,d_hypothyroidism,s_mental_confusion,CAUSES,0.009
e_0001995,d_hypothyroidism,s_lightheadedness,CAUSES,0.009
e_0001996,d_hypothyroidism,s_malaise,CAUSES,0.009
e_0001997,d_hypothyroidism,s_racing_heartbeat,CAUSES,0.009
e_0001998,d_hypothyroidism,s_constipation,CAUSES,0.008
e_0001999,d_hypothyroidism,s_seizures,CAUSES,0.007
e_0002000,d_hypothyroidism,s_chills,CAUSES,0.006
e_0002001,d_hypothyroidism,s_vertigo,CAUSES,0.005
e_0002002,d_hypothyroidism,s_discomfort,CAUSES,0.005
e_0002003,d_hypothyroidism,s_headache,CAUSES,0.005
e_0002004,d_hypothyroidism,s_dehydration,CAUSES,0.005
e_0002005,d_hypothyroidism,s_chest_pressure,CAUSES,0.005
e_0002006,d_hypothyroidism,s_shortness_of_breath,CAUSES,0.005
e_0002007,d_hypothyroidism,s_numbness,CAUSES,0.004
e_0002008,d_hypothyroidism,s_leg_pain,CAUSES,0.004
e_0002009,d_hypothyroidism,s_low_blood_pressure,CAUSES,0.004
e_0002010,d_hypothyroidism,s_bone_loss,CAUSES,0.003
e_0002011,d_hypothyroidism,s_weight_loss,CAUSES,0.003
e_0002012,d_hypothyroidism,s_slow_heart_rate,CAUSES,0.003
e_0002013,d_hypothyroidism,s_cough_with_phlegm,CAUSES,0.003
e_0002014,d_hypothyroidism,s_drooping_of_upper_eyelid,CAUSES,0.003
e_0002015,d_insect_bites_and_stings,s_skin_rash,CAUSES,0.193
e_0002016,d_insect_bites_and_stings,s_redness,CAUSES,0.181
e_0002017,d_insect_bites_and_stings,s_swelling,CAUSES,0.119
e_0002018,d_insect_bites_and_stings,s_itching,CAUSES,0.103
e_0002019,d_insect_bites_and_stings,s_lesion,CAUSES,0.03
e_0002020,d_insect_bites_and_stings,s_fever,CAUSES,0.018
e_0002021,d_insect_bites_and_stings,s_chills,CAUSES,0.018
e_0002022,d_insect_bites_and_stings,s_malaise,CAUSES,0.014
e_0002023,d_insect_bites_and_stings,s_night_sweats,CAUSES,0.014
e_0002024,d_insect_bites_and_stings,s_sore_throat,CAUSES,0.011
e_0002025,d_insect_bites_and_stings,s_red_spots,CAUSES,0.01
e_0002026,d_insect_bites_and_stings,s_bruising,CAUSES,0.01
e_0002027,d_insect_bites_and_stings,s_stuffy_nose,CAUSES,0.01
e_0002028,d_insect_bites_and_stings,s_red_rashes,CAUSES,0.01
e_0002029,d_insect_bites_and_stings,s_fear,CAUSES,0.01
e_0002030,d_iron_deficiency_anemia,s_iron_deficiency,CAUSES,0.28
e_0002031,d_iron_deficiency_anemia,s_depression,CAUSES,0.084
e_0002032,d_iron_deficiency_anemia,s_sadness,CAUSES,0.084
e_0002033,d_iron_deficiency_anemia,s_bleeding,CAUSES,0.053
e_0002034,d_iron_deficiency_anemia,s_lethargy,CAUSES,0.049
e_0002035,d_iron_deficiency_anemia,s_fatigue,CAUSES,0.043
e_0002036,d_iron_deficiency_anemia,s_dizziness,CAUSES,0.039
e_0002037,d_iron_deficiency_anemia,s_weakness,CAUSES,0.034
e_0002038,d_iron_deficiency_anemia,s_lightheadedness,CAUSES,0.029
e_0002039,d_iron_deficiency_anemia,s_anxiety,CAUSES,0.024
e_0002040,d_iron_deficiency_anemia,s_malnutrition,CAUSES,0.022
e_0002041,d_iron_deficiency_anemia,s_difficulty_swallowing,CAUSES,0.022
e_0002042,d_iron_deficiency_anemia,s_constipation,CAUSES,0.021
e_0002043,d_iron_deficiency_anemia,s_weight_loss,CAUSES,0.02
e_0002044,d_iron_deficiency_anemia,s_restless_legs_syndrome,CAUSES,0.018
e_0002045,d_iron_deficiency_anemia,s_low_blood_pressure,CAUSES,0.016
e_0002046,d_iron_deficiency_anemia,s_nausea,CAUSES,0.015
e_0002047,d_iron_deficiency_anemia,s_headache,CAUSES,0.015
e_0002048,d_iron_deficiency_anemia,s_heavy_or_prolonged_periods,CAUSES,0.013
e_0002049,d_iron_deficiency_anemia,s_leg_pain_during_exercise,CAUSES,0.011
e_0002050,d_irritable_bowel_syndrome,s_pain,CAUSES,0.283
e_0002051,d_irritable_bowel_syndrome,s_nausea,CAUSES,0.253
e_0002052,d_irritable_bowel_syndrome,s_diarrhea,CAUSES,0.25
e_0002053,d_irritable_bowel_syndrome,s_abdominal_pain,CAUSES,0.2
e_0002054,d_irritable_bowel_syndrome,s_anxiety,CAUSES,0.088
e_0002055,d_irritable_bowel_syndrome,s_cramping,CAUSES,0.074
e_0002056,d_irritable_bowel_syndrome,s_sadness,CAUSES,0.073
e_0002057,d_irritable_bowel_syndrome,s_vomiting,CAUSES,0.072
e_0002058,d_irritable_bowel_syndrome,s_constipation,CAUSES,0.072
e_0002059,d_irritable_bowel_syndrome,s_depression,CAUSES,0.072
e_0002060,d_irritable_bowel_syndrome,s_discomfort,CAUSES,0.059
e_0002061,d_irritable_bowel_syndrome,s_lower_abdominal_pain,CAUSES,0.033
e_0002062,d_irritable_bowel_syndrome,s_acute_episodes,CAUSES,0.032
e_0002063,d_irritable_bowel_syndrome,s_drooping_of_upper_eyelid,CAUSES,0.029
e_0002064,d_irritable_bowel_syndrome,s_bone_loss,CAUSES,0.027
e_0002065,d_irritable_bowel_syndrome,s_loss_of_appetite,CAUSES,0.024
e_0002066,d_irritable_bowel_syndrome,s_rectal_pain,CAUSES,0.023
e_0002067,d_irritable_bowel_syndrome,s_infection,CAUSES,0.023
e_0002068,d_irritable_bowel_syndrome,s_seizures,CAUSES,0.023
e_0002069,d_irritable_bowel_syndrome,s_dehydration,CAUSES,0.021
e_0002070,d_irritable_bowel_syndrome,s_dizziness,CAUSES,0.02
e_0002071,d_irritable_bowel_syndrome,s_crying,CAUSES,0.019
e_0002072,d_irritable_bowel_syndrome,s_vertigo,CAUSES,0.019
e_0002073,d_irritable_bowel_syndrome,s_abdominal_distension,CAUSES,0.018
e_0002074,d_irritable_bowel_syndrome,s_belching,CAUSES,0.018
e_0002075,d_irritable_bowel_syndrome,s_weight_loss,CAUSES,0.015
e_0002076,d_irritable_bowel_syndrome,s_severe_pain,CAUSES,0.015
e_0002077,d_irritable_bowel_syndrome,s_tenderness,CAUSES,0.015
e_0002078,d_irritable_bowel_syndrome,s_insomnia,CAUSES,0.014
e_0002079,d_kidney_infection,s_flank_pain,CAUSES,0.413
e_0002080,d_kidney_infection,s_pain,CAUSES,0.383
e_0002081,d_kidney_infection,s_chills,CAUSES,0.287
e_0002082,d_kidney_infection,s_nausea,CAUSES,0.257
e_0002083,d_kidney_infection,s_fever,CAUSES,0.217
e_0002084,d_kidney_infection,s_pain_during_urination,CAUSES,0.186
e_0002085,d_kidney_infection,s_back_pain,CAUSES,0.173
e_0002086,d_kidney_infection,s_tenderness,CAUSES,0.149
e_0002087,d_kidney_infection,s_vomiting,CAUSES,0.132
e_0002088,d_kidney_infection,s_abdominal_pain,CAUSES,0.058
e_0002089,d_kidney_infection,s_blood_in_urine,CAUSES,0.057
e_0002090,d_kidney_infection,s_infection,CAUSES,0.049
e_0002091,d_kidney_infection,s_pain_in_lower_abdomen,CAUSES,0.034
e_0002092,d_kidney_infection,s_discomfort,CAUSES,0.034
e_0002093,d_kidney_infection,s_diarrhea,CAUSES,0.023
e_0002094,d_kidney_infection,s_fast_heart_rate,CAUSES,0.014
e_0002095,d_kidney_infection,s_frequent_urge_to_urinate,CAUSES,0.014
e_0002096,d_kidney_infection,s_foul_smelling_urine,CAUSES,0.013
e_0002097,d_kidney_infection,s_dehydration,CAUSES,0.013
e_0002098,d_kidney_infection,s_fatigue,CAUSES,0.011
e_0002099,d_kidney_infection,s_lower_abdominal_pain,CAUSES,0.011
e_0002100,d_kidney_infection,s_malaise,CAUSES,0.011
e_0002101,d_kidney_infection,s_headache,CAUSES,0.01
e_0002102,d_kidney_infection,s_abdominal_tenderness,CAUSES,0.009
e_0002103,d_kidney_infection,s_abdominal_discomfort,CAUSES,0.009
e_0002104,d_kidney_infection,s_vaginal_discharge,CAUSES,0.009
e_0002105,d_kidney_infection,s_muscle_pain,CAUSES,0.009
e_0002106,d_kidney_infection,s_cramping,CAUSES,0.007
e_0002107,d_kidney_infection,s_lethargy,CAUSES,0.007
e_0002108,d_kidney_infection,s_leaking_of_urine,CAUSES,0.006
e_0002109,d_kidney_infection,s_dark_urine,CAUSES,0.006
e_0002110,d_kidney_stone,s_pain,CAUSES,0.608
e_0002111,d_kidney_stone,s_flank_pain,CAUSES,0.495
e_0002112,d_kidney_stone,s_nausea,CAUSES,0.232
e_0002113,d_kidney_stone,s_blood_in_urine,CAUSES,0.141
e_0002114,d_kidney_stone,s_pain_during_urination,CAUSES,0.084
e_0002115,d_kidney_stone,s_vomiting,CAUSES,0.083
e_0002116,d_kidney_stone,s_chills,CAUSES,0.067
e_0002117,d_kidney_stone,s_abdominal_pain,CAUSES,0.065
e_0002118,d_kidney_stone,s_back_pain,CAUSES,0.05
e_0002119,d_kidney_stone,s_tenderness,CAUSES,0.04
e_0002120,d_kidney_stone,s_discomfort,CAUSES,0.019
e_0002121,d_kidney_stone,s_groin_pain,CAUSES,0.018
e_0002122,d_kidney_stone,s_severe_pain,CAUSES,0.013
e_0002123,d_kidney_stone,s_fever,CAUSES,0.012
e_0002124,d_kidney_stone,s_testicle_pain,CAUSES,0.011
e_0002125,d_kidney_stone,s_frequent_urge_to_urinate,CAUSES,0.011
e_0002126,d_kidney_stone,s_lower_abdominal_pain,CAUSES,0.011
e_0002127,d_kidney_stone,s_dark_urine,CAUSES,0.011
e_0002128,d_kidney_stone,s_urinary_retention,CAUSES,0.011
e_0002129,d_kidney_stone,s_sharp_pain,CAUSES,0.01
e_0002130,d_kidney_stone,s_cyst,CAUSES,0.01
e_0002131,d_kidney_stone,s_pain_in_lower_abdomen,CAUSES,0.01
e_0002132,d_kidney_stone,s_diarrhea,CAUSES,0.009
e_0002133,d_kidney_stone,s_constipation,CAUSES,0.008
e_0002134,d_kidney_stone,s_infection,CAUSES,0.007
e_0002135,d_kidney_stone,s_pelvic_pain,CAUSES,0.007
e_0002136,d_kidney_stone,s_side_pain,CAUSES,0.004
e_0002137,d_kidney_stone,s_dull_pain,CAUSES,0.004
e_0002138,d_liver_cancer,s_pain,CAUSES,0.259
e_0002139,d_liver_cancer,s_nausea,CAUSES,0.128
e_0002140,d_liver_cancer,s_abdominal_pain,CAUSES,0.125
e_0002141,d_liver_cancer,s_vomiting,CAUSES,0.092
e_0002142,d_liver_cancer,s_fluid_in_the_abdomen,CAUSES,0.077
e_0002143,d_liver_cancer,s_weakness,CAUSES,0.076
e_0002144,d_liver_cancer,s_yellow_skin_and_eyes,CAUSES,0.064
e_0002145,d_liver_cancer,s_confusion,CAUSES,0.057
e_0002146,d_liver_cancer,s_lethargy,CAUSES,0.056
e_0002147,d_liver_cancer,s_shortness_of_breath,CAUSES,0.047
e_0002148,d_liver_cancer,s_mental_confusion,CAUSES,0.045
e_0002149,d_liver_cancer,s_diarrhea,CAUSES,0.042
e_0002150,d_liver_cancer,s_fatigue,CAUSES,0.036
e_0002151,d_liver_cancer,s_fever,CAUSES,0.035
e_0002152,d_liver_cancer,s_vomiting_blood,CAUSES,0.034
e_0002153,d_liver_cancer,s_tenderness,CAUSES,0.034
e_0002154,d_liver_cancer,s_pain_in_upper_right_abdomen,CAUSES,0.028
e_0002155,d_liver_cancer,s_dehydration,CAUSES,0.028
e_0002156,d_liver_cancer,s_flank_pain,CAUSES,0.027
e_0002157,d_liver_cancer,s_fast_heart_rate,CAUSES,0.024
e_0002158,d_low_back_pain,s_pain,CAUSES,0.463
e_0002159,d_low_back_pain,s_back_pain,CAUSES,0.411
e_0002160,d_low_back_pain,s_numbness,CAUSES,0.075
e_0002161,d_low_back_pain,s_tenderness,CAUSES,0.056
e_0002162,d_low_back_pain,s_chronic_back_pain,CAUSES,0.055
e_0002163,d_low_back_pain,s_weakness,CAUSES,0.053
e_0002164,d_low_back_pain,s_neck_pain,CAUSES,0.028
e_0002165,d_low_back_pain,s_leg_pain,CAUSES,0.025
e_0002166,d_low_back_pain,s_incontinence,CAUSES,0.024
e_0002167,d_low_back_pain,s_leaking_of_urine,CAUSES,0.023
e_0002168,d_low_back_pain,s_flank_pain,CAUSES,0.019
e_0002169,d_low_back_pain,s_hip_pain,CAUSES,0.018
e_0002170,d_low_back_pain,s_discomfort,CAUSES,0.016
e_0002171,d_low_back_pain,s_pain_during_urination,CAUSES,0.014
e_0002172,d_low_back_pain,s_falling,CAUSES,0.013
e_0002173,d_low_back_pain,s_sharp_pain,CAUSES,0.012
e_0002174,d_low_back_pain,s_severe_pain,CAUSES,0.011
e_0002175,d_low_back_pain,s_difficulty_walking,CAUSES,0.01
e_0002176,d_lung_cancer,s_shortness_of_breath,CAUSES,0.129
e_0002177,d_lung_cancer,s_coughing,CAUSES,0.108
e_0002178,d_lung_cancer,s_weakness,CAUSES,0.086
e_0002179,d_lung_cancer,s_lesion,CAUSES,0.046
e_0002180,d_lung_cancer,s_lethargy,CAUSES,0.037
e_0002181,d_lung_cancer,s_back_pain,CAUSES,0.033
e_0002182,d_lung_cancer,s_fever,CAUSES,0.032
e_0002183,d_lung_cancer,s_fatigue,CAUSES,0.026
e_0002184,d_lung_cancer,s_cough_with_phlegm,CAUSES,0.023
e_0002185,d_lung_cancer,s_coughing_up_blood,CAUSES,0.022
e_0002186,d_lung_cancer,s_nausea,CAUSES,0.022
e_0002187,d_lung_cancer,s_infection,CAUSES,0.021
e_0002188,d_lung_cancer,s_constipation,CAUSES,0.02
e_0002189,d_lung_cancer,s_confusion,CAUSES,0.018
e_0002190,d_lung_cancer,s_low_oxygen_in_the_body,CAUSES,0.017
e_0002191,d_lung_cancer,s_malaise,CAUSES,0.016
e_0002192,d_lung_cancer,s_lump,CAUSES,0.016
e_0002193,d_lung_cancer,s_chronic_cough,CAUSES,0.015
e_0002194,d_lung_cancer,s_wheezing,CAUSES,0.015
e_0002195,d_lung_cancer,s_fast_heart_rate,CAUSES,0.014
e_0002196,d_lung_cancer,s_mental_confusion,CAUSES,0.014
e_0002197,d_lung_cancer,s_sharp_pain,CAUSES,0.011
e_0002198,d_lung_cancer,s_weight_loss,CAUSES,0.01
e_0002199,d_lung_cancer,s_dehydration,CAUSES,0.01
e_0002200,d_lung_cancer,s_difficulty_swallowing,CAUSES,0.01
e_0002201,d_lung_cancer,s_dry_cough,CAUSES,0.01
e_0002202,d_lung_cancer,s_skin_rash,CAUSES,0.009
e_0002203,d_lung_cancer,s_chills,CAUSES,0.009
e_0002204,d_lupus,s_pain,CAUSES,0.173
e_0002205,d_lupus,s_nausea,CAUSES,0.053
e_0002206,d_lupus,s_acute_episodes,CAUSES,0.049
e_0002207,d_lupus,s_swelling,CAUSES,0.048
e_0002208,d_lupus,s_fever,CAUSES,0.037
e_0002209,d_lupus,s_diarrhea,CAUSES,0.034
e_0002210,d_lupus,s_abdominal_pain,CAUSES,0.031
e_0002211,d_lupus,s_weakness,CAUSES,0.03
e_0002212,d_lupus,s_shortness_of_breath,CAUSES,0.03
e_0002213,d_lupus,s_chills,CAUSES,0.029
e_0002214,d_lupus,s_headache,CAUSES,0.024
e_0002215,d_lupus,s_joint_pain,CAUSES,0.022
e_0002216,d_lupus,s_coughing,CAUSES,0.021
e_0002217,d_lupus,s_skin_rash,CAUSES,0.021
e_0002218,d_lupus,s_seizures,CAUSES,0.02
e_0002219,d_lupus,s_fatigue,CAUSES,0.018
e_0002220,d_lupus,s_tenderness,CAUSES,0.018
e_0002221,d_lupus,s_cramping,CAUSES,0.015
e_0002222,d_lupus,s_lethargy,CAUSES,0.015
e_0002223,d_lupus,s_vomiting,CAUSES,0.014
e_0002224,d_lupus,s_infection,CAUSES,0.013
e_0002225,d_lupus,s_racing_heartbeat,CAUSES,0.012
e_0002226,d_lupus,s_fast_heart_rate,CAUSES,0.009
e_0002227,d_lupus,s_dry_cough,CAUSES,0.009
e_0002228,d_lupus,s_dizziness,CAUSES,0.009
e_0002229,d_lupus,s_cough_with_phlegm,CAUSES,0.008
e_0002230,d_lupus,s_flank_pain,CAUSES,0.008
e_0002231,d_lupus,s_face_rash,CAUSES,0.006
e_0002232,d_lyme_disease,s_headache,CAUSES,0.163
e_0002233,d_lyme_disease,s_skin_rash,CAUSES,0.163
e_0002234,d_lyme_disease,s_fever,CAUSES,0.131
e_0002235,d_lyme_disease,s_lethargy,CAUSES,0.124
e_0002236,d_lyme_disease,s_weakness,CAUSES,0.112
e_0002237,d_lyme_disease,s_chills,CAUSES,0.108
e_0002238,d_lyme_disease,s_numbness,CAUSES,0.102
e_0002239,d_lyme_disease,s_fatigue,CAUSES,0.1
e_0002240,d_lyme_disease,s_nausea,CAUSES,0.09
e_0002241,d_lyme_disease,s_pain,CAUSES,0.076
e_0002242,d_lyme_disease,s_joint_pain,CAUSES,0.067
e_0002243,d_lyme_disease,s_neck_pain,CAUSES,0.062
e_0002244,d_lyme_disease,s_stiffness,CAUSES,0.056
e_0002245,d_lyme_disease,s_infection,CAUSES,0.054
e_0002246,d_lyme_disease,s_blurred_vision,CAUSES,0.038
e_0002247,d_lyme_disease,s_malaise,CAUSES,0.037
e_0002248,d_lyme_disease,s_dizziness,CAUSES,0.035
e_0002249,d_lyme_disease,s_redness,CAUSES,0.032
e_0002250,d_lyme_disease,s_discomfort,CAUSES,0.029
e_0002251,d_lyme_disease,s_night_sweats,CAUSES,0.026
e_0002252,d_major_depression,s_depression,CAUSES,0.416
e_0002253,d_major_depression,s_sadness,CAUSES,0.416
e_0002254,d_major_depression,s_anxiety,CAUSES,0.222
e_0002255,d_major_depression,s_thoughts_of_suicide,CAUSES,0.101
e_0002256,d_major_depression,s_agitation,CAUSES,0.049
e_0002257,d_major_depression,s_insomnia,CAUSES,0.035
e_0002258,d_major_depression,s_weight_loss,CAUSES,0.032
e_0002259,d_major_depression,s_inability_to_feel_pleasure,CAUSES,0.031
e_0002260,d_major_depression,s_seizures,CAUSES,0.026
e_0002261,d_major_depression,s_fast_heart_rate,CAUSES,0.026
e_0002262,d_major_depression,s_poor_appetite,CAUSES,0.024
e_0002263,d_major_depression,s_hopelessness,CAUSES,0.024
e_0002264,d_major_depression,s_loss_of_appetite,CAUSES,0.022
e_0002265,d_major_depression,s_visual_hallucinations,CAUSES,0.02
e_0002266,d_major_depression,s_discomfort,CAUSES,0.02
e_0002267,d_major_depression,s_tremor,CAUSES,0.019
e_0002268,d_major_depression,s_racing_thoughts,CAUSES,0.019
e_0002269,d_major_depression,s_chronic_back_pain,CAUSES,0.016
e_0002270,d_major_depression,s_loss_of_interest,CAUSES,0.016
e_0002271,d_major_depression,s_hearing_voices,CAUSES,0.016
e_0002272,d_major_depression,s_crying,CAUSES,0.014
e_0002273,d_major_depression,s_lightheadedness,CAUSES,0.013
e_0002274,d_major_depression,s_constipation,CAUSES,0.012
e_0002275,d_major_depression,s_delirium,CAUSES,0.012
e_0002276,d_major_depression,s_substance_abuse,CAUSES,0.011
e_0002277,d_major_depression,s_pain_during_urination,CAUSES,0.009
e_0002278,d_major_depression,s_falling,CAUSES,0.008
e_0002279,d_major_depression,s_pain_when_coughing,CAUSES,0.008
e_0002280,d_major_depression,s_guilt,CAUSES,0.008
e_0002281,d_major_depression,s_pain_worse_at_rest,CAUSES,0.008
e_0002282,d_major_depression,s_difficulty_concentrating,CAUSES,0.008
e_0002283,d_major_depression,s_headache,CAUSES,0.008
e_0002284,d_melanoma,s_weakness,CAUSES,0.113
e_0002285,d_melanoma,s_confusion,CAUSES,0.068
e_0002286,d_melanoma,s_mental_confusion,CAUSES,0.055
e_0002287,d_melanoma,s_lesion,CAUSES,0.053
e_0002288,d_melanoma,s_nausea,CAUSES,0.045
e_0002289,d_melanoma,s_lethargy,CAUSES,0.044
e_0002290,d_melanoma,s_vomiting,CAUSES,0.034
e_0002291,d_melanoma,s_fatigue,CAUSES,0.03
e_0002292,d_melanoma,s_seizures,CAUSES,0.029
e_0002293,d_melanoma,s_back_pain,CAUSES,0.024
e_0002294,d_melanoma,s_shortness_of_breath,CAUSES,0.018
e_0002295,d_melanoma,s_numbness,CAUSES,0.016
e_0002296,d_melanoma,s_dizziness,CAUSES,0.014
e_0002297,d_meningitis,s_headache,CAUSES,0.45
e_0002298,d_meningitis,s_fever,CAUSES,0.34
e_0002299,d_meningitis,s_neck_pain,CAUSES,0.205
e_0002300,d_meningitis,s_nausea,CAUSES,0.157
e_0002301,d_meningitis,s_stiffness,CAUSES,0.155
e_0002302,d_meningitis,s_sensitivity_to_light,CAUSES,0.142
e_0002303,d_meningitis,s_chills,CAUSES,0.134
e_0002304,d_meningitis,s_stiff_neck,CAUSES,0.063
e_0002305,d_meningitis,s_back_pain,CAUSES,0.057
e_0002306,d_meningitis,s_vomiting,CAUSES,0.055
e_0002307,d_meningitis,s_lethargy,CAUSES,0.046
e_0002308,d_meningitis,s_infection,CAUSES,0.045
e_0002309,d_meningitis,s_skin_rash,CAUSES,0.043
e_0002310,d_meningitis,s_confusion,CAUSES,0.041
e_0002311,d_meningitis,s_weakness,CAUSES,0.037
